card_id;mtr_code;ksm_code;item_type;subtype;name;designation;dn;outer_diameter;wall_thickness;d1;d2;angle;pn;steel_grade;strength_class;medium;medium_compatibility_status;h2s_confirmed;co2_confirmed;inner_coating;outer_coating;climate_version;gost_tu;standard;stock_qty;unit;synthetic
SYN-REG-CARD-000862;MTR-SYN-REG-000862;KSM-SYN-REG-000862;заглушка;эллиптическая приварная;Заглушка эллиптическая приварная 159x6 13ХФА;Заглушка эллиптическая приварная 159x6 13ХФА;150;159;6;;;;160;13ХФА;К56;природный газ;requires_project_and_passport;;;False;True;У;ГОСТ 17379-2001;ГОСТ 17379-2001;56;pcs;True
SYN-REG-CARD-000863;MTR-SYN-REG-000863;KSM-SYN-REG-000863;заглушка;эллиптическая приварная;Заглушка эллиптическая приварная 219x8 13ХФА;Заглушка эллиптическая приварная 219x8 13ХФА;200;219;8;;;;63;13ХФА;К56;природный газ;requires_project_and_passport;;;True;True;У;ГОСТ 17379-2001;ГОСТ 17379-2001;74;pcs;True
SYN-REG-CARD-000864;MTR-SYN-REG-000864;KSM-SYN-REG-000864;заглушка;эллиптическая приварная;Заглушка эллиптическая приварная 89x4 13ХФА;Заглушка эллиптическая приварная 89x4 13ХФА;80;89;4;;;;100;13ХФА;К52;газ с H2S и CO2;requires_tu_lnd_passport;;;True;;У;ГОСТ 17379-2001;ГОСТ 17379-2001;8;pcs;True
SYN-REG-CARD-000865;MTR-SYN-REG-000865;KSM-SYN-REG-000865;заглушка;эллиптическая приварная;Заглушка эллиптическая приварная 89x4 20;Заглушка эллиптическая приварная 89x4 20;80;89;4;;;;100;20;К56;техническая вода;requires_project_and_passport;;;False;True;УХЛ;ГОСТ 17379-2001;ГОСТ 17379-2001;4;pcs;True
SYN-REG-CARD-000866;MTR-SYN-REG-000866;KSM-SYN-REG-000866;заглушка;эллиптическая приварная;Заглушка эллиптическая приварная 76x4 09ГСФ;Заглушка эллиптическая приварная 76x4 09ГСФ;65;76;4;;;;40;09ГСФ;К52;природный газ;requires_project_and_passport;;;True;True;У;ГОСТ 17379-2001;ГОСТ 17379-2001;54;pcs;True
SYN-REG-CARD-000867;MTR-SYN-REG-000867;KSM-SYN-REG-000867;заглушка;эллиптическая приварная;Заглушка эллиптическая приварная 159x6 20;Заглушка эллиптическая приварная 159x6 20;150;159;6;;;;100;20;К42;газ с H2S;requires_tu_lnd_passport;;;;True;У;ГОСТ 17379-2001;ГОСТ 17379-2001;55;pcs;True
SYN-REG-CARD-000868;MTR-SYN-REG-000868;KSM-SYN-REG-000868;заглушка;эллиптическая приварная;Заглушка эллиптическая приварная 219x8 13ХФА;Заглушка эллиптическая приварная 219x8 13ХФА;200;219;8;;;;16;13ХФА;К56;газ с H2S;requires_tu_lnd_passport;;;;;УХЛ;ГОСТ 17379-2001;ГОСТ 17379-2001;5;pcs;True
SYN-REG-CARD-000869;MTR-SYN-REG-000869;KSM-SYN-REG-000869;заглушка;эллиптическая приварная;Заглушка эллиптическая приварная 325x10 09ГСФ;Заглушка эллиптическая приварная 325x10 09ГСФ;300;325;10;;;;25;09ГСФ;К42;газ с H2S и CO2;requires_tu_lnd_passport;;;False;;ХЛ;ГОСТ 17379-2001;ГОСТ 17379-2001;19;pcs;True
SYN-REG-CARD-000870;MTR-SYN-REG-000870;KSM-SYN-REG-000870;заглушка;эллиптическая приварная;Заглушка эллиптическая приварная 89x4 09Г2С;Заглушка эллиптическая приварная 89x4 09Г2С;80;89;4;;;;63;09Г2С;К56;газ с H2S и CO2;requires_tu_lnd_passport;;;;True;У;ГОСТ 17379-2001;ГОСТ 17379-2001;37;pcs;True
SYN-REG-CARD-000871;MTR-SYN-REG-000871;KSM-SYN-REG-000871;тройник;равнопроходной;Тройник равнопроходной 57x3-57x3 09Г2С;Тройник равнопроходной 57x3-57x3 09Г2С;50;;;;;;25;09Г2С;К42;техническая вода;requires_project_and_passport;;;False;;У;ГОСТ 17376-2001;ГОСТ 17376-2001;26;pcs;True
SYN-REG-CARD-000872;MTR-SYN-REG-000872;KSM-SYN-REG-000872;тройник;переходный;Тройник переходный 426x12-325x10 13ХФА;Тройник переходный 426x12-325x10 13ХФА;400;;;;;;160;13ХФА;К42;природный газ;requires_project_and_passport;;;True;True;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;1;pcs;True
SYN-REG-CARD-000873;MTR-SYN-REG-000873;KSM-SYN-REG-000873;тройник;переходный;Тройник переходный 108x4-76x4 09Г2С;Тройник переходный 108x4-76x4 09Г2С;100;;;;;;100;09Г2С;К56;техническая вода;requires_project_and_passport;;;True;False;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;14;pcs;True
SYN-REG-CARD-000874;MTR-SYN-REG-000874;KSM-SYN-REG-000874;тройник;равнопроходной;Тройник равнопроходной 57x3-57x3 09Г2С;Тройник равнопроходной 57x3-57x3 09Г2С;50;;;;;;25;09Г2С;К42;газ с CO2;requires_tu_lnd_passport;;;False;;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;42;pcs;True
SYN-REG-CARD-000875;MTR-SYN-REG-000875;KSM-SYN-REG-000875;тройник;переходный;Тройник переходный 159x6-108x4 13ХФА;Тройник переходный 159x6-108x4 13ХФА;150;;;;;;160;13ХФА;К52;нефть;requires_project_and_passport;;;False;False;У;ГОСТ 17376-2001;ГОСТ 17376-2001;57;pcs;True
SYN-REG-CARD-000876;MTR-SYN-REG-000876;KSM-SYN-REG-000876;тройник;переходный;Тройник переходный 426x12-325x10 13ХФА;Тройник переходный 426x12-325x10 13ХФА;400;;;;;;100;13ХФА;К48;газ с H2S;requires_tu_lnd_passport;;;False;False;УХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;9;pcs;True
SYN-REG-CARD-000877;MTR-SYN-REG-000877;KSM-SYN-REG-000877;тройник;равнопроходной;Тройник равнопроходной 325x10-325x10 13ХФА;Тройник равнопроходной 325x10-325x10 13ХФА;300;;;;;;160;13ХФА;К56;газ с CO2;requires_tu_lnd_passport;;;;True;УХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;72;pcs;True
SYN-REG-CARD-000878;MTR-SYN-REG-000878;KSM-SYN-REG-000878;тройник;переходный;Тройник переходный 89x4-57x3 09ГСФ;Тройник переходный 89x4-57x3 09ГСФ;80;;;;;;25;09ГСФ;К48;газ с CO2;requires_tu_lnd_passport;;;;True;У;ГОСТ 17376-2001;ГОСТ 17376-2001;31;pcs;True
SYN-REG-CARD-000879;MTR-SYN-REG-000879;KSM-SYN-REG-000879;тройник;переходный;Тройник переходный 76x4-57x3 09Г2С;Тройник переходный 76x4-57x3 09Г2С;65;;;;;;40;09Г2С;К52;природный газ;requires_project_and_passport;;;False;;УХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;3;pcs;True
SYN-REG-CARD-000880;MTR-SYN-REG-000880;KSM-SYN-REG-000880;тройник;переходный;Тройник переходный 89x4-57x3 20;Тройник переходный 89x4-57x3 20;80;;;;;;25;20;К52;газ с H2S и CO2;requires_tu_lnd_passport;;;False;True;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;69;pcs;True
SYN-REG-CARD-000881;MTR-SYN-REG-000881;KSM-SYN-REG-000881;тройник;переходный;Тройник переходный 133x5-89x4 20;Тройник переходный 133x5-89x4 20;125;;;;;;100;20;К56;газ с H2S;requires_tu_lnd_passport;;;;True;У;ГОСТ 17376-2001;ГОСТ 17376-2001;27;pcs;True
SYN-REG-CARD-000882;MTR-SYN-REG-000882;KSM-SYN-REG-000882;тройник;переходный;Тройник переходный 426x12-325x10 09Г2С;Тройник переходный 426x12-325x10 09Г2С;400;;;;;;63;09Г2С;К52;природный газ;requires_project_and_passport;;;;True;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;3;pcs;True
SYN-REG-CARD-000883;MTR-SYN-REG-000883;KSM-SYN-REG-000883;тройник;равнопроходной;Тройник равнопроходной 108x4-108x4 13ХФА;Тройник равнопроходной 108x4-108x4 13ХФА;100;;;;;;63;13ХФА;К52;газ с CO2;requires_tu_lnd_passport;;;;True;У;ГОСТ 17376-2001;ГОСТ 17376-2001;27;pcs;True
SYN-REG-CARD-000884;MTR-SYN-REG-000884;KSM-SYN-REG-000884;тройник;переходный;Тройник переходный 159x6-108x4 20;Тройник переходный 159x6-108x4 20;150;;;;;;160;20;К42;техническая вода;requires_project_and_passport;;;True;;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;41;pcs;True
SYN-REG-CARD-000885;MTR-SYN-REG-000885;KSM-SYN-REG-000885;тройник;равнопроходной;Тройник равнопроходной 325x10-325x10 09ГСФ;Тройник равнопроходной 325x10-325x10 09ГСФ;300;;;;;;25;09ГСФ;К48;газ с H2S;requires_tu_lnd_passport;;;True;True;У;ГОСТ 17376-2001;ГОСТ 17376-2001;80;pcs;True
SYN-REG-CARD-000886;MTR-SYN-REG-000886;KSM-SYN-REG-000886;тройник;равнопроходной;Тройник равнопроходной 273x10-273x10 20;Тройник равнопроходной 273x10-273x10 20;250;;;;;;40;20;К56;техническая вода;requires_project_and_passport;;;True;;УХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;43;pcs;True
SYN-REG-CARD-000887;MTR-SYN-REG-000887;KSM-SYN-REG-000887;тройник;переходный;Тройник переходный 325x10-219x8 13ХФА;Тройник переходный 325x10-219x8 13ХФА;300;;;;;;25;13ХФА;К56;газ с H2S и CO2;requires_tu_lnd_passport;;;True;False;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;38;pcs;True
SYN-REG-CARD-000888;MTR-SYN-REG-000888;KSM-SYN-REG-000888;тройник;переходный;Тройник переходный 133x5-89x4 13ХФА;Тройник переходный 133x5-89x4 13ХФА;125;;;;;;160;13ХФА;К56;газ с H2S;requires_tu_lnd_passport;;;False;True;УХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;37;pcs;True
SYN-REG-CARD-000889;MTR-SYN-REG-000889;KSM-SYN-REG-000889;тройник;равнопроходной;Тройник равнопроходной 133x5-133x5 09ГСФ;Тройник равнопроходной 133x5-133x5 09ГСФ;125;;;;;;16;09ГСФ;К48;газ с H2S и CO2;requires_tu_lnd_passport;;;False;True;УХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;68;pcs;True
SYN-REG-CARD-000890;MTR-SYN-REG-000890;KSM-SYN-REG-000890;тройник;переходный;Тройник переходный 273x10-219x8 20;Тройник переходный 273x10-219x8 20;250;;;;;;25;20;К52;газ с H2S;requires_tu_lnd_passport;;;False;;УХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;36;pcs;True
SYN-REG-CARD-000891;MTR-SYN-REG-000891;KSM-SYN-REG-000891;тройник;равнопроходной;Тройник равнопроходной 159x6-159x6 09Г2С;Тройник равнопроходной 159x6-159x6 09Г2С;150;;;;;;160;09Г2С;К48;техническая вода;requires_project_and_passport;;;False;;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;2;pcs;True
SYN-REG-CARD-000892;MTR-SYN-REG-000892;KSM-SYN-REG-000892;тройник;переходный;Тройник переходный 76x4-57x3 13ХФА;Тройник переходный 76x4-57x3 13ХФА;65;;;;;;160;13ХФА;К48;коррозионно-активная среда;requires_tu_lnd_passport;;;False;;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;1;pcs;True
SYN-REG-CARD-000893;MTR-SYN-REG-000893;KSM-SYN-REG-000893;тройник;равнопроходной;Тройник равнопроходной 219x8-219x8 09Г2С;Тройник равнопроходной 219x8-219x8 09Г2С;200;;;;;;25;09Г2С;К48;нефть;requires_project_and_passport;;;False;True;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;25;pcs;True
SYN-REG-CARD-000894;MTR-SYN-REG-000894;KSM-SYN-REG-000894;тройник;равнопроходной;Тройник равнопроходной 325x10-325x10 20;Тройник равнопроходной 325x10-325x10 20;300;;;;;;63;20;К52;нефть;requires_project_and_passport;;;False;False;У;ГОСТ 17376-2001;ГОСТ 17376-2001;34;pcs;True
SYN-REG-CARD-000895;MTR-SYN-REG-000895;KSM-SYN-REG-000895;тройник;равнопроходной;Тройник равнопроходной 76x4-76x4 13ХФА;Тройник равнопроходной 76x4-76x4 13ХФА;65;;;;;;16;13ХФА;К48;нефть;requires_project_and_passport;;;False;;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;66;pcs;True
SYN-REG-CARD-000896;MTR-SYN-REG-000896;KSM-SYN-REG-000896;тройник;переходный;Тройник переходный 273x10-219x8 09ГСФ;Тройник переходный 273x10-219x8 09ГСФ;250;;;;;;25;09ГСФ;К48;природный газ;requires_project_and_passport;;;True;;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;51;pcs;True
SYN-REG-CARD-000897;MTR-SYN-REG-000897;KSM-SYN-REG-000897;тройник;переходный;Тройник переходный 76x4-57x3 09Г2С;Тройник переходный 76x4-57x3 09Г2С;65;;;;;;160;09Г2С;К52;газ с H2S и CO2;requires_tu_lnd_passport;;;True;True;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;43;pcs;True
SYN-REG-CARD-000898;MTR-SYN-REG-000898;KSM-SYN-REG-000898;тройник;переходный;Тройник переходный 133x5-89x4 20;Тройник переходный 133x5-89x4 20;125;;;;;;16;20;К52;газ с H2S;requires_tu_lnd_passport;;;False;True;У;ГОСТ 17376-2001;ГОСТ 17376-2001;66;pcs;True
SYN-REG-CARD-000899;MTR-SYN-REG-000899;KSM-SYN-REG-000899;тройник;равнопроходной;Тройник равнопроходной 426x12-426x12 20;Тройник равнопроходной 426x12-426x12 20;400;;;;;;16;20;К52;нефть;requires_project_and_passport;;;False;;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;66;pcs;True
SYN-REG-CARD-000900;MTR-SYN-REG-000900;KSM-SYN-REG-000900;тройник;равнопроходной;Тройник равнопроходной 133x5-133x5 20;Тройник равнопроходной 133x5-133x5 20;125;;;;;;100;20;К56;газ с H2S и CO2;requires_tu_lnd_passport;;;False;True;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;77;pcs;True
SYN-REG-CARD-000901;MTR-SYN-REG-000901;KSM-SYN-REG-000901;тройник;равнопроходной;Тройник равнопроходной 325x10-325x10 09ГСФ;Тройник равнопроходной 325x10-325x10 09ГСФ;300;;;;;;25;09ГСФ;К48;газ с CO2;requires_tu_lnd_passport;;;True;True;УХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;49;pcs;True
SYN-REG-CARD-000902;MTR-SYN-REG-000902;KSM-SYN-REG-000902;тройник;переходный;Тройник переходный 133x5-89x4 13ХФА;Тройник переходный 133x5-89x4 13ХФА;125;;;;;;63;13ХФА;К52;техническая вода;requires_project_and_passport;;;True;False;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;34;pcs;True
SYN-REG-CARD-000903;MTR-SYN-REG-000903;KSM-SYN-REG-000903;тройник;равнопроходной;Тройник равнопроходной 133x5-133x5 09ГСФ;Тройник равнопроходной 133x5-133x5 09ГСФ;125;;;;;;160;09ГСФ;К48;газ с H2S и CO2;requires_tu_lnd_passport;;;False;;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;34;pcs;True
SYN-REG-CARD-000904;MTR-SYN-REG-000904;KSM-SYN-REG-000904;тройник;равнопроходной;Тройник равнопроходной 273x10-273x10 09Г2С;Тройник равнопроходной 273x10-273x10 09Г2С;250;;;;;;25;09Г2С;К48;техническая вода;requires_project_and_passport;;;True;True;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;62;pcs;True
SYN-REG-CARD-000905;MTR-SYN-REG-000905;KSM-SYN-REG-000905;тройник;переходный;Тройник переходный 159x6-108x4 20;Тройник переходный 159x6-108x4 20;150;;;;;;16;20;К56;газ с H2S;requires_tu_lnd_passport;;;False;True;УХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;64;pcs;True
SYN-REG-CARD-000906;MTR-SYN-REG-000906;KSM-SYN-REG-000906;тройник;равнопроходной;Тройник равнопроходной 325x10-325x10 09ГСФ;Тройник равнопроходной 325x10-325x10 09ГСФ;300;;;;;;160;09ГСФ;К48;природный газ;requires_project_and_passport;;;True;;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;40;pcs;True
SYN-REG-CARD-000907;MTR-SYN-REG-000907;KSM-SYN-REG-000907;тройник;переходный;Тройник переходный 273x10-219x8 20;Тройник переходный 273x10-219x8 20;250;;;;;;100;20;К56;нефть;requires_project_and_passport;;;False;True;УХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;71;pcs;True
SYN-REG-CARD-000908;MTR-SYN-REG-000908;KSM-SYN-REG-000908;тройник;переходный;Тройник переходный 159x6-108x4 20;Тройник переходный 159x6-108x4 20;150;;;;;;160;20;К48;газ с H2S;requires_tu_lnd_passport;;;False;True;УХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;61;pcs;True
SYN-REG-CARD-000909;MTR-SYN-REG-000909;KSM-SYN-REG-000909;тройник;равнопроходной;Тройник равнопроходной 57x3-57x3 13ХФА;Тройник равнопроходной 57x3-57x3 13ХФА;50;;;;;;63;13ХФА;К56;газ с H2S;requires_tu_lnd_passport;;;True;True;У;ГОСТ 17376-2001;ГОСТ 17376-2001;30;pcs;True
SYN-REG-CARD-000910;MTR-SYN-REG-000910;KSM-SYN-REG-000910;тройник;переходный;Тройник переходный 219x8-159x6 09ГСФ;Тройник переходный 219x8-159x6 09ГСФ;200;;;;;;25;09ГСФ;К48;газ с H2S и CO2;requires_tu_lnd_passport;;;False;False;УХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;62;pcs;True
SYN-REG-CARD-000911;MTR-SYN-REG-000911;KSM-SYN-REG-000911;тройник;переходный;Тройник переходный 426x12-325x10 13ХФА;Тройник переходный 426x12-325x10 13ХФА;400;;;;;;40;13ХФА;К42;газ с H2S;requires_tu_lnd_passport;;;;True;У;ГОСТ 17376-2001;ГОСТ 17376-2001;28;pcs;True
SYN-REG-CARD-000912;MTR-SYN-REG-000912;KSM-SYN-REG-000912;тройник;равнопроходной;Тройник равнопроходной 219x8-219x8 13ХФА;Тройник равнопроходной 219x8-219x8 13ХФА;200;;;;;;40;13ХФА;К52;природный газ;requires_project_and_passport;;;;True;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;0;pcs;True
SYN-REG-CARD-000913;MTR-SYN-REG-000913;KSM-SYN-REG-000913;тройник;равнопроходной;Тройник равнопроходной 273x10-273x10 09ГСФ;Тройник равнопроходной 273x10-273x10 09ГСФ;250;;;;;;25;09ГСФ;К56;газ с CO2;requires_tu_lnd_passport;;;;False;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;4;pcs;True
SYN-REG-CARD-000914;MTR-SYN-REG-000914;KSM-SYN-REG-000914;тройник;переходный;Тройник переходный 76x4-57x3 09ГСФ;Тройник переходный 76x4-57x3 09ГСФ;65;;;;;;160;09ГСФ;К56;техническая вода;requires_project_and_passport;;;False;True;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;35;pcs;True
SYN-REG-CARD-000915;MTR-SYN-REG-000915;KSM-SYN-REG-000915;тройник;переходный;Тройник переходный 108x4-76x4 20;Тройник переходный 108x4-76x4 20;100;;;;;;63;20;К52;природный газ;requires_project_and_passport;;;True;True;У;ГОСТ 17376-2001;ГОСТ 17376-2001;27;pcs;True
SYN-REG-CARD-000916;MTR-SYN-REG-000916;KSM-SYN-REG-000916;тройник;переходный;Тройник переходный 273x10-219x8 09ГСФ;Тройник переходный 273x10-219x8 09ГСФ;250;;;;;;63;09ГСФ;К48;техническая вода;requires_project_and_passport;;;False;True;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;4;pcs;True
SYN-REG-CARD-000917;MTR-SYN-REG-000917;KSM-SYN-REG-000917;тройник;переходный;Тройник переходный 273x10-219x8 09Г2С;Тройник переходный 273x10-219x8 09Г2С;250;;;;;;100;09Г2С;К42;коррозионно-активная среда;requires_tu_lnd_passport;;;;False;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;77;pcs;True
SYN-REG-CARD-000918;MTR-SYN-REG-000918;KSM-SYN-REG-000918;тройник;равнопроходной;Тройник равнопроходной 133x5-133x5 20;Тройник равнопроходной 133x5-133x5 20;125;;;;;;160;20;К56;природный газ;requires_project_and_passport;;;False;;УХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;74;pcs;True
SYN-REG-CARD-000919;MTR-SYN-REG-000919;KSM-SYN-REG-000919;тройник;равнопроходной;Тройник равнопроходной 159x6-159x6 09Г2С;Тройник равнопроходной 159x6-159x6 09Г2С;150;;;;;;40;09Г2С;К48;газ с H2S и CO2;requires_tu_lnd_passport;;;False;True;У;ГОСТ 17376-2001;ГОСТ 17376-2001;40;pcs;True
SYN-REG-CARD-000920;MTR-SYN-REG-000920;KSM-SYN-REG-000920;тройник;равнопроходной;Тройник равнопроходной 133x5-133x5 13ХФА;Тройник равнопроходной 133x5-133x5 13ХФА;125;;;;;;40;13ХФА;К56;коррозионно-активная среда;requires_tu_lnd_passport;;;True;True;УХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;19;pcs;True
SYN-REG-CARD-000921;MTR-SYN-REG-000921;KSM-SYN-REG-000921;тройник;переходный;Тройник переходный 76x4-57x3 09Г2С;Тройник переходный 76x4-57x3 09Г2С;65;;;;;;40;09Г2С;К56;природный газ;requires_project_and_passport;;;False;;У;ГОСТ 17376-2001;ГОСТ 17376-2001;78;pcs;True
SYN-REG-CARD-000922;MTR-SYN-REG-000922;KSM-SYN-REG-000922;тройник;равнопроходной;Тройник равнопроходной 89x4-89x4 13ХФА;Тройник равнопроходной 89x4-89x4 13ХФА;80;;;;;;160;13ХФА;К42;нефть;requires_project_and_passport;;;;False;У;ГОСТ 17376-2001;ГОСТ 17376-2001;40;pcs;True
SYN-REG-CARD-000923;MTR-SYN-REG-000923;KSM-SYN-REG-000923;тройник;переходный;Тройник переходный 426x12-325x10 20;Тройник переходный 426x12-325x10 20;400;;;;;;25;20;К42;газ с CO2;requires_tu_lnd_passport;;;;True;УХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;22;pcs;True
SYN-REG-CARD-000924;MTR-SYN-REG-000924;KSM-SYN-REG-000924;тройник;равнопроходной;Тройник равнопроходной 57x3-57x3 09Г2С;Тройник равнопроходной 57x3-57x3 09Г2С;50;;;;;;63;09Г2С;К52;техническая вода;requires_project_and_passport;;;True;False;У;ГОСТ 17376-2001;ГОСТ 17376-2001;36;pcs;True
SYN-REG-CARD-000925;MTR-SYN-REG-000925;KSM-SYN-REG-000925;тройник;равнопроходной;Тройник равнопроходной 76x4-76x4 13ХФА;Тройник равнопроходной 76x4-76x4 13ХФА;65;;;;;;25;13ХФА;К56;газ с H2S;requires_tu_lnd_passport;;;True;False;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;25;pcs;True
SYN-REG-CARD-000926;MTR-SYN-REG-000926;KSM-SYN-REG-000926;тройник;переходный;Тройник переходный 76x4-57x3 20;Тройник переходный 76x4-57x3 20;65;;;;;;63;20;К42;газ с H2S и CO2;requires_tu_lnd_passport;;;;True;У;ГОСТ 17376-2001;ГОСТ 17376-2001;0;pcs;True
SYN-REG-CARD-000927;MTR-SYN-REG-000927;KSM-SYN-REG-000927;тройник;переходный;Тройник переходный 133x5-89x4 13ХФА;Тройник переходный 133x5-89x4 13ХФА;125;;;;;;16;13ХФА;К52;природный газ;requires_project_and_passport;;;False;True;УХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;19;pcs;True
SYN-REG-CARD-000928;MTR-SYN-REG-000928;KSM-SYN-REG-000928;тройник;равнопроходной;Тройник равнопроходной 273x10-273x10 09Г2С;Тройник равнопроходной 273x10-273x10 09Г2С;250;;;;;;16;09Г2С;К42;газ с H2S и CO2;requires_tu_lnd_passport;;;False;False;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;62;pcs;True
SYN-REG-CARD-000929;MTR-SYN-REG-000929;KSM-SYN-REG-000929;тройник;равнопроходной;Тройник равнопроходной 133x5-133x5 09Г2С;Тройник равнопроходной 133x5-133x5 09Г2С;125;;;;;;63;09Г2С;К56;газ с H2S;requires_tu_lnd_passport;;;True;True;У;ГОСТ 17376-2001;ГОСТ 17376-2001;65;pcs;True
SYN-REG-CARD-000930;MTR-SYN-REG-000930;KSM-SYN-REG-000930;тройник;переходный;Тройник переходный 76x4-57x3 09Г2С;Тройник переходный 76x4-57x3 09Г2С;65;;;;;;16;09Г2С;К42;коррозионно-активная среда;requires_tu_lnd_passport;;;False;True;У;ГОСТ 17376-2001;ГОСТ 17376-2001;37;pcs;True
SYN-REG-CARD-000931;MTR-SYN-REG-000931;KSM-SYN-REG-000931;тройник;равнопроходной;Тройник равнопроходной 159x6-159x6 09ГСФ;Тройник равнопроходной 159x6-159x6 09ГСФ;150;;;;;;63;09ГСФ;К48;природный газ;requires_project_and_passport;;;True;True;УХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;74;pcs;True
SYN-REG-CARD-000932;MTR-SYN-REG-000932;KSM-SYN-REG-000932;тройник;равнопроходной;Тройник равнопроходной 57x3-57x3 09Г2С;Тройник равнопроходной 57x3-57x3 09Г2С;50;;;;;;63;09Г2С;К48;газ с H2S;requires_tu_lnd_passport;;;True;False;УХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;5;pcs;True
SYN-REG-CARD-000933;MTR-SYN-REG-000933;KSM-SYN-REG-000933;тройник;равнопроходной;Тройник равнопроходной 219x8-219x8 09Г2С;Тройник равнопроходной 219x8-219x8 09Г2С;200;;;;;;160;09Г2С;К56;нефть;requires_project_and_passport;;;;True;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;65;pcs;True
SYN-REG-CARD-000934;MTR-SYN-REG-000934;KSM-SYN-REG-000934;тройник;переходный;Тройник переходный 426x12-325x10 13ХФА;Тройник переходный 426x12-325x10 13ХФА;400;;;;;;100;13ХФА;К48;нефть;requires_project_and_passport;;;False;False;ХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;75;pcs;True
SYN-REG-CARD-000935;MTR-SYN-REG-000935;KSM-SYN-REG-000935;тройник;переходный;Тройник переходный 325x10-219x8 13ХФА;Тройник переходный 325x10-219x8 13ХФА;300;;;;;;25;13ХФА;К48;техническая вода;requires_project_and_passport;;;False;True;У;ГОСТ 17376-2001;ГОСТ 17376-2001;43;pcs;True
SYN-REG-CARD-000936;MTR-SYN-REG-000936;KSM-SYN-REG-000936;тройник;переходный;Тройник переходный 76x4-57x3 20;Тройник переходный 76x4-57x3 20;65;;;;;;100;20;К56;газ с CO2;requires_tu_lnd_passport;;;False;;УХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;24;pcs;True
SYN-REG-CARD-000937;MTR-SYN-REG-000937;KSM-SYN-REG-000937;тройник;переходный;Тройник переходный 108x4-76x4 09Г2С;Тройник переходный 108x4-76x4 09Г2С;100;;;;;;63;09Г2С;К42;природный газ;requires_project_and_passport;;;True;;УХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;0;pcs;True
SYN-REG-CARD-000938;MTR-SYN-REG-000938;KSM-SYN-REG-000938;тройник;равнопроходной;Тройник равнопроходной 89x4-89x4 09ГСФ;Тройник равнопроходной 89x4-89x4 09ГСФ;80;;;;;;160;09ГСФ;К48;коррозионно-активная среда;requires_tu_lnd_passport;;;;True;УХЛ;ГОСТ 17376-2001;ГОСТ 17376-2001;31;pcs;True
